ErpStoreId,ErpPersonId,Company,JobTitle,FirstName,LastName,EmailAddress,PhoneNumber,ContactOwner,ContactType,LifecycleStage
320,319,Metropolitan Sales and Rental,Owner,Kim,Akers,kim3@adventure-works.com,440-555-0166,Contact Owner,Reseller,Customer
322,321,Irregulars Outlet,Owner,Lili,Alameda,lili0@adventure-works.com,1 (11) 500 555-0150,Contact Owner,Reseller,Customer
324,323,Valley Toy Store,Owner,Amy,Alberts,amy1@adventure-works.com,727-555-0115,Contact Owner,Reseller,Customer
326,325,Worthwhile Activity Store,Owner,Anna,Albright,anna0@adventure-works.com,197-555-0143,Contact Owner,Reseller,Customer
328,327,Purchase Mart,Purchasing Agent,Milton,Albury,milton0@adventure-works.com,492-555-0189,Contact Owner,Reseller,Customer
330,329,Major Sport Suppliers,Purchasing Agent,Paul,Alcorn,paul2@adventure-works.com,331-555-0162,Contact Owner,Reseller,Customer
332,331,Family's Favorite Bike Shop,Owner,Gregory,Alderson,gregory0@adventure-works.com,968-555-0153,Contact Owner,Reseller,Customer
334,333,Global Plaza,Owner,J. Phillip,Alexander,jphillip0@adventure-works.com,845-555-0187,Contact Owner,Reseller,Customer
336,335,Imported and Domestic Cycles,Owner,Michelle,Alexander,michelle0@adventure-works.com,115-555-0175,Contact Owner,Reseller,Customer
338,337,Systematic Sales,Purchasing Agent,Sean,Jacobson,sean2@adventure-works.com,555-555-0162,Contact Owner,Reseller,Customer
340,339,eCommerce Bikes,Purchasing Agent,Phyllis,Allen,phyllis0@adventure-works.com,695-555-0111,Contact Owner,Reseller,Customer
342,341,Mountain Toy Store,Owner,Marvin,Allen,marvin0@adventure-works.com,447-555-0110,Contact Owner,Reseller,Customer
344,343,Retail Sales and Service,Owner,Michael,Allen,michael10@adventure-works.com,607-555-0193,Contact Owner,Reseller,Customer
346,345,Designated Distributors,Purchasing Agent,Cecil,Allison,cecil0@adventure-works.com,699-555-0155,Contact Owner,Reseller,Customer
348,347,Bold Bike Accessories,Purchasing Agent,Oscar,Alpuerto,oscar0@adventure-works.com,855-555-0174,Contact Owner,Reseller,Customer
350,349,Twin Cycles,Owner,Sandra,Altamirano,sandra1@adventure-works.com,1 (11) 500 555-0190,Contact Owner,Reseller,Customer
352,351,Tiny Bike Boutique,Owner,Selena,Alvarado,selena0@adventure-works.com,781-555-0199,Contact Owner,Reseller,Customer
354,353,Acclaimed Bicycle Company,Purchasing Agent,Emilio,Alvaro,emilio0@adventure-works.com,178-555-0129,Contact Owner,Reseller,Customer
356,355,Serious Cycles,Purchasing Agent,Maxwell,Amland,maxwell0@adventure-works.com,614-555-0134,Contact Owner,Reseller,Customer
358,357,Quality Bike Sales,Purchasing Agent,Mae,Anderson,mae0@adventure-works.com,1 (11) 500 555-0181,Contact Owner,Reseller,Customer
360,359,Novelty Bikes,Purchasing Agent,Ramona,Antrim,ramona0@adventure-works.com,327-555-0148,Contact Owner,Reseller,Customer
362,361,Distinctive Cycles Sales & Service,Purchasing Agent,Sabria,Appelbaum,sabria0@adventure-works.com,922-555-0193,Contact Owner,Reseller,Customer
364,363,Leading Bike Distributors,Purchasing Manager,Hannah,Arakawa,hannah0@adventure-works.com,500-555-0134,Contact Owner,Reseller,Customer
366,365,Activity Center,Purchasing Manager,Kyley,Arbelaez,kyley0@adventure-works.com,717-555-0131,Contact Owner,Reseller,Customer
368,367,Brightwork Company,Purchasing Manager,Tom,Johnston,tom1@adventure-works.com,883-555-0177,Contact Owner,Reseller,Customer
370,369,Resale Services,Owner,Thomas,Armstrong,thomas1@adventure-works.com,226-555-0146,Contact Owner,Reseller,Customer
372,371,The Gear Store,Owner,John,Arthur,john6@adventure-works.com,149-555-0113,Contact Owner,Reseller,Customer
374,373,Immense Manufacturing Company,Purchasing Agent,Chris,Ashton,chris3@adventure-works.com,556-555-0145,Contact Owner,Reseller,Customer
376,375,Extended Bike Sales,Purchasing Agent,Teresa,Atkinson,teresa0@adventure-works.com,129-555-0110,Contact Owner,Reseller,Customer
378,377,Pedaling Components,Purchasing Manager,John,Ault,john7@adventure-works.com,1 (11) 500 555-0139,Contact Owner,Reseller,Customer
380,379,Workout Emporium,Purchasing Manager,Robert,Avalos,robert2@adventure-works.com,665-555-0198,Contact Owner,Reseller,Customer
382,381,Work and Play Association,Owner,Stephen,Ayers,stephen1@adventure-works.com,818-555-0171,Contact Owner,Reseller,Customer
384,383,Seaside Bike Works,Owner,Phillip,Bacalzo,phillip0@adventure-works.com,1 (11) 500 555-0187,Contact Owner,Reseller,Customer
386,385,Nice Bikes,Owner,Daniel,Blanco,daniel0@adventure-works.com,221-555-0167,Contact Owner,Reseller,Customer
388,387,Remarkable Bike Store,Purchasing Manager,Cory,Booth,cory0@adventure-works.com,121-555-0157,Contact Owner,Reseller,Customer
390,389,Road-Way Mart,Purchasing Manager,James,Bailey,james3@adventure-works.com,234-555-0112,Contact Owner,Reseller,Customer
392,391,Small Cycle Store,Purchasing Manager,Douglas,Baldwin,douglas1@adventure-works.com,583-555-0130,Contact Owner,Reseller,Customer
394,393,Blue-Ribbon Bike Company,Owner,Jennifer,Bales,jennifer0@adventure-works.com,790-555-0112,Contact Owner,Reseller,Customer
396,395,Flawless Bike Shop,Owner,Alberto,Baltazar,alberto0@adventure-works.com,780-555-0114,Contact Owner,Reseller,Customer
398,397,Grand Bicycle Stores,Owner,Wayne,Banack,wayne0@adventure-works.com,640-555-0189,Contact Owner,Reseller,Customer
400,399,Exertion Activities Club,Purchasing Manager,Darrell,Banks,darrell0@adventure-works.com,816-555-0118,Contact Owner,Reseller,Customer
402,401,Impromptu Trips,Purchasing Manager,Angela,Barbariol,angela1@adventure-works.com,134-555-0182,Contact Owner,Reseller,Customer
404,403,Margie's Travel,Purchasing Manager,David,Barber,david9@adventure-works.com,752-555-0115,Contact Owner,Reseller,Customer
406,405,Kickstand Sellers,Owner,Robert,Barker,robert3@adventure-works.com,241-555-0112,Contact Owner,Reseller,Customer
408,407,Nearest Bike Store,Owner,Rebecca,Barley,rebecca1@adventure-works.com,1 (11) 500 555-0151,Contact Owner,Reseller,Customer
410,409,Fast Bike Works,Purchasing Manager,Brenda,Barlow,brenda1@adventure-works.com,1 (11) 500 555-0168,Contact Owner,Reseller,Customer
412,411,Gasless Cycle Shop,Purchasing Manager,Josh,Barnhill,josh0@adventure-works.com,584-555-0192,Contact Owner,Reseller,Customer
414,413,Lubricant and Grease Suppliers,Purchasing Manager,Adam,Barr,adam0@adventure-works.com,726-555-0191,Contact Owner,Reseller,Customer
416,415,Teen Discount Store,Owner,Norma,Barrera,norma0@adventure-works.com,1 (11) 500 555-0187,Contact Owner,Reseller,Customer
418,417,Transportation Options,Owner,Gytis,Barzdukas,gytis0@adventure-works.com,257-555-0119,Contact Owner,Reseller,Customer
420,419,Capital Riding Supplies,Purchasing Agent,David,Bartness,david10@adventure-works.com,1 (11) 500 555-0112,Contact Owner,Reseller,Customer
422,421,Bike Boutique,Purchasing Agent,Karel,Bates,karel0@adventure-works.com,916-555-0133,Contact Owner,Reseller,Customer
424,423,Bikes Anyone?,Purchasing Manager,Ciro,Bauer,ciro0@adventure-works.com,115-555-0170,Contact Owner,Reseller,Customer
426,425,Cross-town Parts Shop,Purchasing Manager,Glenna,Beanston,glenna0@adventure-works.com,1 (11) 500 555-0113,Contact Owner,Reseller,Customer
428,427,Finer Cycle Shop,Purchasing Manager,Shaun,Beasley,shaun0@adventure-works.com,396-555-0187,Contact Owner,Reseller,Customer
430,429,Center Cycle Shop,Owner,John,Beaver,john8@adventure-works.com,521-555-0195,Contact Owner,Reseller,Customer
432,431,Bulk Discount Store,Owner,Christopher,Beck,christopher1@adventure-works.com,1 (11) 500 555-0132,Contact Owner,Reseller,Customer
434,433,Country Parts Shop,Owner,Bradley,Beck,bradley0@adventure-works.com,1 (11) 500 555-0127,Contact Owner,Reseller,Customer
436,435,Second Bike Shop,Owner,Benjamin,Becker,benjamin1@adventure-works.com,1 (11) 500 555-0140,Contact Owner,Reseller,Customer
438,437,First-Rate Outlet,Owner,Ann,Beebe,ann0@adventure-works.com,277-555-0169,Contact Owner,Reseller,Customer
440,439,Juvenile Sports Equipment,Owner,Shane,Belli,shane1@adventure-works.com,843-555-0175,Contact Owner,Reseller,Customer
442,441,Another Bicycle Company,Owner,Stanley,Alan,stanley0@adventure-works.com,156-555-0126,Contact Owner,Reseller,Customer
444,443,Fourth Bike Store,Owner,Mason,Bendixen,mason0@adventure-works.com,608-555-0114,Contact Owner,Reseller,Customer
446,445,Rodeway Bike Store,Owner,John,Bennetts,john9@adventure-works.com,1 (11) 500 555-0163,Contact Owner,Reseller,Customer
448,447,Traction Tire Company,Purchasing Manager,Ido,Ben-Sachar,ido0@adventure-works.com,973-555-0112,Contact Owner,Reseller,Customer
450,449,Unsurpassed Bikes,Purchasing Manager,Edna,Benson,edna0@adventure-works.com,789-555-0189,Contact Owner,Reseller,Customer
452,451,Field Trip Inc,Purchasing Manager,Payton,Benson,payton0@adventure-works.com,528-555-0183,Contact Owner,Reseller,Customer
454,453,Tire Company,Purchasing Manager,Max,Benson,max0@adventure-works.com,599-555-0160,Contact Owner,Reseller,Customer
456,455,Uncompromising Quality Co,Purchasing Manager,Scot,Bent,scot0@adventure-works.com,1 (11) 500 555-0177,Contact Owner,Reseller,Customer
458,457,Metallic Paint and Overcoat Co,Purchasing Manager,Richard,Bentley,richard0@adventure-works.com,911-555-0153,Contact Owner,Reseller,Customer
460,459,Pro Sporting Goods,Purchasing Agent,Marian,Berch,marian0@adventure-works.com,640-555-0198,Contact Owner,Reseller,Customer
462,461,Sporting Goods and Bicycle Shop,Purchasing Agent,Karen,Berge,karen2@adventure-works.com,813-555-0173,Contact Owner,Reseller,Customer
464,463,Odometers and Accessories Company,Purchasing Agent,Alexander,Berger,alexander0@adventure-works.com,519-555-0151,Contact Owner,Reseller,Customer
466,465,Scratch-Resistant Finishes Company,Purchasing Manager,John,Berger,john10@adventure-works.com,156-555-0111,Contact Owner,Reseller,Customer
468,467,Topnotch Bikes,Purchasing Manager,Kris,Bergin,kris0@adventure-works.com,144-555-0175,Contact Owner,Reseller,Customer
470,469,"Unicycles, Bicycles, and Tricycles",Purchasing Manager,Andreas,Berglund,andreas1@adventure-works.com,795-555-0116,Contact Owner,Reseller,Customer
472,471,Safe Cycles Shop,Purchasing Agent,Robert,Bernacchi,robert4@adventure-works.com,449-555-0176,Contact Owner,Reseller,Customer
474,473,Number 1 Supply,Purchasing Agent,Matthias,Berndt,matthias1@adventure-works.com,384-555-0169,Contact Owner,Reseller,Customer
476,475,Industrial Supplies,Purchasing Agent,John,Berry,john11@adventure-works.com,471-555-0181,Contact Owner,Reseller,Customer
478,477,Golf and Cycle Store,Purchasing Agent,Steven,Brown,steven1@adventure-works.com,280-555-0124,Contact Owner,Reseller,Customer
480,479,Front Runner Bikes,Purchasing Agent,Chris,Bidelman,chris4@adventure-works.com,609-555-0186,Contact Owner,Reseller,Customer
482,481,Favorite Toy Distributor,Purchasing Agent,Mary,Billstrom,mary3@adventure-works.com,1 (11) 500 555-0136,Contact Owner,Reseller,Customer
484,483,World Bike Discount Store,Purchasing Manager,Jimmy,Bischoff,jimmy1@adventure-works.com,992-555-0111,Contact Owner,Reseller,Customer
486,485,Global Sporting Goods,Purchasing Manager,Mary,Bishop,mary4@adventure-works.com,176-555-0136,Contact Owner,Reseller,Customer
488,487,Historic Bicycle Sales,Purchasing Manager,Mae,Black,mae1@adventure-works.com,264-555-0143,Contact Owner,Reseller,Customer
490,489,Commuter Bicycle Store,Owner,Jackie,Blackwell,jackie0@adventure-works.com,972-555-0163,Contact Owner,Reseller,Customer
492,491,Coalition Bike Company,Owner,Donald,Blanton,donald0@adventure-works.com,357-555-0161,Contact Owner,Reseller,Customer
494,493,Travel Systems,Owner,Linda,Burnett,linda4@adventure-works.com,121-555-0121,Contact Owner,Reseller,Customer
496,495,Grease and Oil Products Company,Purchasing Manager,Michael,Blythe,michael11@adventure-works.com,126-555-0172,Contact Owner,Reseller,Customer
498,497,Moderately-Priced Bikes Store,Purchasing Manager,Gabriel,Bockenkamp,gabriel0@adventure-works.com,763-555-0145,Contact Owner,Reseller,Customer
500,499,Toy Manufacturing Inc,Purchasing Manager,Michael,Bohling,michael12@adventure-works.com,838-555-0147,Contact Owner,Reseller,Customer
502,501,Eighty Toy Stores,Purchasing Manager,Corinna,Bolender,corinna0@adventure-works.com,332-555-0142,Contact Owner,Reseller,Customer
504,503,Economy Bikes Company,Purchasing Manager,Luis,Bonifaz,luis0@adventure-works.com,688-555-0113,Contact Owner,Reseller,Customer
506,505,Third Bike Store,Purchasing Manager,Randall,Boseman,randall0@adventure-works.com,383-555-0117,Contact Owner,Reseller,Customer
508,507,Atypical Bike Company,Owner,Stephanie,Bourne,stephanie1@adventure-works.com,1 (11) 500 555-0122,Contact Owner,Reseller,Customer
510,509,Bikes for Two,Owner,Eli,Bowen,eli0@adventure-works.com,371-555-0143,Contact Owner,Reseller,Customer
512,511,Metal Processing Company,Purchasing Manager,Lester,Bowman,lester0@adventure-works.com,844-555-0112,Contact Owner,Reseller,Customer
514,513,Widget Bicycle Specialists,Purchasing Manager,David,Bradley,david11@adventure-works.com,954-555-0145,Contact Owner,Reseller,Customer
516,515,Initial Bike Company,Owner,Cornelius,Brandon,cornelius0@adventure-works.com,229-555-0114,Contact Owner,Reseller,Customer
518,517,Latest Sports Equipment,Owner,Richard,Bready,richard1@adventure-works.com,340-555-0131,Contact Owner,Reseller,Customer
520,519,Modern Bike Store,Owner,Sara,Breer,sara0@adventure-works.com,545-555-0183,Contact Owner,Reseller,Customer
522,521,Raw Materials Inc,Purchasing Agent,Ted,Bremer,ted0@adventure-works.com,962-555-0166,Contact Owner,Reseller,Customer
524,523,Lots of Bikes Storehouse,Purchasing Agent,Alan,Brewer,alan1@adventure-works.com,494-555-0134,Contact Owner,Reseller,Customer
526,525,Futuristic Bikes,Purchasing Agent,Walter,Brian,walter0@adventure-works.com,163-555-0155,Contact Owner,Reseller,Customer
528,527,Parcel Express Delivery Service,Purchasing Manager,Christopher,Bright,christopher2@adventure-works.com,162-555-0166,Contact Owner,Reseller,Customer
530,2008,Outdoor Distributors,Owner,Silvia,Walker,silvia0@adventure-works.com,961-555-0100,Contact Owner,Reseller,Customer
532,2007,North Bike Company,Owner,Deb,Waldal,deb0@adventure-works.com,748-555-0100,Contact Owner,Reseller,Customer
534,533,Prosperous Tours,Purchasing Agent,John,Brooks,john12@adventure-works.com,1 (11) 500 555-0179,Contact Owner,Reseller,Customer
536,535,Nonskid Tire Company,Purchasing Agent,Willie,Brooks,willie0@adventure-works.com,525-555-0174,Contact Owner,Reseller,Customer
538,537,Amalgamated Parts Shop,Purchasing Agent,Carolee,Brown,carolee0@adventure-works.com,1 (11) 500 555-0146,Contact Owner,Reseller,Customer
540,539,Metro Bike Works,Purchasing Agent,Jo,Brown,jo2@adventure-works.com,689-555-0130,Contact Owner,Reseller,Customer
542,541,Best o' Bikes,Purchasing Manager,Robert,Brown,robert5@adventure-works.com,575-555-0189,Contact Owner,Reseller,Customer
544,543,Painters Bicycle Specialists,Purchasing Manager,Kevin,Browne,kevin3@adventure-works.com,496-555-0150,Contact Owner,Reseller,Customer
546,545,Client Discount Store,Owner,Mary,Browning,mary5@adventure-works.com,658-555-0146,Contact Owner,Reseller,Customer
548,547,Eastside Sporting Goods,Owner,Dave,Browning,dave0@adventure-works.com,428-555-0162,Contact Owner,Reseller,Customer
550,549,Helmets and Cycles,Owner,Bridget,Browqett,bridget0@adventure-works.com,1 (11) 500 555-0122,Contact Owner,Reseller,Customer
552,551,Requisite Part Supply,Purchasing Manager,Eric,Brumfield,eric3@adventure-works.com,644-555-0114,Contact Owner,Reseller,Customer
554,553,Racks and Security Systems,Purchasing Manager,Dick,Brummer,dick0@adventure-works.com,581-555-0189,Contact Owner,Reseller,Customer
556,555,Mechanical Products Ltd.,Purchasing Manager,Michael,Brundage,michael13@adventure-works.com,128-555-0148,Contact Owner,Reseller,Customer
558,557,Commendable Bikes,Purchasing Manager,Shirley,Bruner,shirley0@adventure-works.com,383-555-0155,Contact Owner,Reseller,Customer
560,559,Online Bike Sellers,Purchasing Manager,June,Brunner,june0@adventure-works.com,249-555-0172,Contact Owner,Reseller,Customer
562,561,Custom Accessories Company,Purchasing Agent,Dirk,Bruno,dirk0@adventure-works.com,817-555-0114,Contact Owner,Reseller,Customer
564,563,Unusual Bicycle Company,Purchasing Agent,Nancy,Buchanan,nancy1@adventure-works.com,1 (11) 500 555-0183,Contact Owner,Reseller,Customer
566,565,Courteous Bicycle Specialists,Owner,Janaina Barreiro Gambaro,Bueno,janainabarreirogambaro0@adventure-works.com,476-555-0184,Contact Owner,Reseller,Customer
568,567,Hobby Store,Owner,Edward,Buensalido,edward0@adventure-works.com,315-555-0166,Contact Owner,Reseller,Customer
570,569,Professional Cycle Store,Owner,Megan,Burke,megan0@adventure-works.com,148-555-0149,Contact Owner,Reseller,Customer
572,571,Bike Universe,Purchasing Manager,Ingrid,Burkhardt,ingrid0@adventure-works.com,857-555-0187,Contact Owner,Reseller,Customer
574,573,Fifth Bike Store,Purchasing Manager,Karren,Burkhardt,karren0@adventure-works.com,652-555-0132,Contact Owner,Reseller,Customer
576,575,Independent Outlet,Purchasing Manager,Ovidiu,Burlacu,ovidiu1@adventure-works.com,710-555-0116,Contact Owner,Reseller,Customer
578,577,Rambling Tours,Purchasing Manager,Dana,Burnell,dana0@adventure-works.com,1 (11) 500 555-0136,Contact Owner,Reseller,Customer
580,579,Farthest Bike Store,Purchasing Agent,Timothy,Burnett,timothy0@adventure-works.com,251-555-0172,Contact Owner,Reseller,Customer
582,581,Excellent Bikes,Purchasing Agent,Stephen,Burton,stephen2@adventure-works.com,1 (11) 500 555-0129,Contact Owner,Reseller,Customer
584,583,Curbside Universe,Purchasing Agent,Deanna,Buskirk,deanna0@adventure-works.com,131-555-0171,Contact Owner,Reseller,Customer
586,585,Alternative Vehicles,Purchasing Manager,Jared,Bustamante,jared0@adventure-works.com,164-555-0147,Contact Owner,Reseller,Customer
588,587,Channel Outlet,Purchasing Manager,Richard,Byham,richard2@adventure-works.com,1 (11) 500 555-0138,Contact Owner,Reseller,Customer
590,589,Full Sports Supply,Purchasing Manager,David,Byrnes,david13@adventure-works.com,1 (11) 500 555-0199,Contact Owner,Reseller,Customer
592,591,Retail Mall,Purchasing Agent,Ryan,Calafato,ryan1@adventure-works.com,726-555-0155,Contact Owner,Reseller,Customer
594,593,Racing Store,Purchasing Agent,Sylvia,Caldwell,sylvia0@adventure-works.com,1 (11) 500 555-0122,Contact Owner,Reseller,Customer
596,595,Metro Metals Co.,Purchasing Agent,Mari,Caldwell,mari0@adventure-works.com,1 (11) 500 555-0118,Contact Owner,Reseller,Customer
598,597,Sheet Metal Manufacturing,Owner,Barbara,Calone,barbara2@adventure-works.com,145-555-0152,Contact Owner,Reseller,Customer
600,599,Thorough Parts and Repair Services,Owner,Lindsey,Camacho,lindsey0@adventure-works.com,827-555-0143,Contact Owner,Reseller,Customer
602,601,Uttermost Bike Shop,Owner,Gustavo,Camargo,gustavo1@adventure-works.com,1 (11) 500 555-0118,Contact Owner,Reseller,Customer
604,603,Mechanical Sports Center,Purchasing Manager,DeeDee,Cameron,deedee0@adventure-works.com,377-555-0158,Contact Owner,Reseller,Customer
606,605,Speedometer Sales,Purchasing Manager,Deborah,Lee,deborah1@adventure-works.com,1 (11) 500 555-0190,Contact Owner,Reseller,Customer
608,607,Two-Wheeled Transit Company,Purchasing Manager,Joan,Campbell,joan0@adventure-works.com,700-555-0155,Contact Owner,Reseller,Customer
610,609,Mountain Emporium,Purchasing Manager,David,Campbell,david14@adventure-works.com,756-555-0117,Contact Owner,Reseller,Customer
612,611,Metro Cycle Shop,Purchasing Agent,Henry,Campen,henry0@adventure-works.com,635-555-0126,Contact Owner,Reseller,Customer
614,613,Outdoor Sporting Goods,Purchasing Agent,Chris,Cannon,chris5@adventure-works.com,118-555-0131,Contact Owner,Reseller,Customer
616,615,Tread Industries,Purchasing Agent,Joseph,Cantoni,joseph0@adventure-works.com,965-555-0112,Contact Owner,Reseller,Customer
618,617,Petroleum Products Distributors,Purchasing Agent,Suzana De Abreu,Canuto,suzanadeabreu0@adventure-works.com,990-555-0141,Contact Owner,Reseller,Customer
620,2012,Tandem Bicycle Store,Purchasing Manager,Jian,Wang,jian0@adventure-works.com,441-555-0100,Contact Owner,Reseller,Customer
622,2013,Bikes and Motorbikes,Purchasing Manager,Qiang,Wang,qiang0@adventure-works.com,165-555-0100,Contact Owner,Reseller,Customer
624,2014,Budget Toy Store,Owner,Tony,Wang,tony1@adventure-works.com,859-555-0100,Contact Owner,Reseller,Customer
626,625,Camping and Sports Store,Purchasing Agent,Carlton,Carlisle,carlton0@adventure-works.com,193-555-0116,Contact Owner,Reseller,Customer
628,627,Ace Bicycle Supply,Purchasing Agent,Ty Loren,Carlson,tyloren0@adventure-works.com,1 (11) 500 555-0120,Contact Owner,Reseller,Customer
630,629,Rural Department Store,Purchasing Manager,Jane,Carmichael,jane0@adventure-works.com,716-555-0167,Contact Owner,Reseller,Customer
632,631,Sports Commodities,Purchasing Manager,Jovita,Carmody,jovita0@adventure-works.com,646-555-0137,Contact Owner,Reseller,Customer
634,633,Riverside Company,Purchasing Manager,Steve,Carnes,steve1@adventure-works.com,268-555-0184,Contact Owner,Reseller,Customer
636,635,Bicycle Exporters,Purchasing Manager,Fernando,Caro,fernando0@adventure-works.com,1 (11) 500 555-0163,Contact Owner,Reseller,Customer
638,637,Responsible Bike Dealers,Purchasing Manager,Rob,Caron,rob2@adventure-works.com,620-555-0117,Contact Owner,Reseller,Customer
640,639,Western Bike Supplies,Purchasing Manager,Andy,Carothers,andy1@adventure-works.com,944-555-0148,Contact Owner,Reseller,Customer
642,2010,Advanced Bike Components,Purchasing Manager,Joanna,Wall,joanna0@adventure-works.com,127-555-0100,Contact Owner,Reseller,Customer
644,2011,Aerobic Exercise Company,Owner,Bryan,Walton,bryan3@adventure-works.com,858-555-0100,Contact Owner,Reseller,Customer
646,645,Rural Sporting Goods,Owner,Matthew,Carroll,matthew0@adventure-works.com,1 (11) 500 555-0191,Contact Owner,Reseller,Customer
648,647,Corner Bicycle Supply,Owner,Joseph,Castellucio,joseph1@adventure-works.com,180-555-0114,Contact Owner,Reseller,Customer
650,649,Distance Bikes,Owner,Pamela,Carlson,pamela1@adventure-works.com,353-555-0188,Contact Owner,Reseller,Customer
652,651,Westside Plaza,Purchasing Agent,Raul,Casts,raul0@adventure-works.com,362-555-0162,Contact Owner,Reseller,Customer
654,653,Ultimate Bike Shop,Purchasing Agent,Elizabeth,Catalano,elizabeth1@adventure-works.com,242-555-0181,Contact Owner,Reseller,Customer
656,655,Outstanding Cycles,Purchasing Agent,Matthew,Cavallari,matthew1@adventure-works.com,695-555-0161,Contact Owner,Reseller,Customer
658,657,Vigorous Sports Store,Purchasing Agent,Brigid,Cavendish,brigid0@adventure-works.com,1 (11) 500 555-0178,Contact Owner,Reseller,Customer
660,659,Sports Merchandise,Purchasing Agent,Andrew,Cencini,andrew2@adventure-works.com,644-555-0111,Contact Owner,Reseller,Customer
662,661,Fitness Toy Store,Purchasing Agent,Stacey,Cereghino,stacey0@adventure-works.com,351-555-0131,Contact Owner,Reseller,Customer
664,663,Casual Bicycle Store,Owner,Baris,Cetinok,baris1@adventure-works.com,301-555-0128,Contact Owner,Reseller,Customer
666,665,Fitness Discount Store,Owner,Sean,Chai,sean3@adventure-works.com,1 (11) 500 555-0134,Contact Owner,Reseller,Customer
668,667,General Cycle Storehouse,Owner,Pat,Chambers,pat1@adventure-works.com,127-555-0124,Contact Owner,Reseller,Customer
670,669,Fitness Cycling,Owner,Forrest,Chandler,forrest0@adventure-works.com,448-555-0179,Contact Owner,Reseller,Customer
672,671,Good Bike Shop,Owner,Lee,Chapla,lee0@adventure-works.com,223-555-0184,Contact Owner,Reseller,Customer
674,673,Imaginary Toys,Owner,Greg,Chapman,greg1@adventure-works.com,708-555-0169,Contact Owner,Reseller,Customer
676,675,Inexpensive Parts Shop,Purchasing Manager,Neil,Charney,neil0@adventure-works.com,1 (11) 500 555-0180,Contact Owner,Reseller,Customer
678,677,Nuts and Bolts Mfg.,Purchasing Manager,Hao,Chen,hao1@adventure-works.com,117-555-0173,Contact Owner,Reseller,Customer
680,679,Principal Bicycle Supply,Purchasing Manager,John,Chen,john13@adventure-works.com,514-555-0128,Contact Owner,Reseller,Customer
682,681,Thrilling Bike Tours,Purchasing Manager,Pei,Chow,pei0@adventure-works.com,789-555-0184,Contact Owner,Reseller,Customer
684,683,This Area Sporting Goods,Purchasing Manager,Yao-Qiang,Cheng,yao-qiang0@adventure-works.com,344-555-0181,Contact Owner,Reseller,Customer
686,685,Full-Service Bike Store,Purchasing Manager,Nicky,Chesnut,nicky0@adventure-works.com,264-555-0164,Contact Owner,Reseller,Customer
688,687,Plastic Products Manufacturers,Purchasing Manager,Susan,Chestnut,susan2@adventure-works.com,1 (11) 500 555-0181,Contact Owner,Reseller,Customer
690,689,Kids and Adults Cycle Shop,Purchasing Agent,Martin,Chisholm,martin0@adventure-works.com,1 (11) 500 555-0142,Contact Owner,Reseller,Customer
692,691,Grand Discount Store,Purchasing Agent,Mike,Choi,mike1@adventure-works.com,727-555-0190,Contact Owner,Reseller,Customer
694,693,Genuine Bike Shop,Purchasing Agent,Ruth,Choin,ruth1@adventure-works.com,273-555-0181,Contact Owner,Reseller,Customer
696,695,Extreme Riding Supplies,Purchasing Agent,Anthony,Chor,anthony0@adventure-works.com,429-555-0145,Contact Owner,Reseller,Customer
698,697,Bike Rims Company,Purchasing Agent,Charles,Christensen,charles1@adventure-works.com,334-555-0146,Contact Owner,Reseller,Customer
